Employee ID,Salary,FirstName,LastName,DateOfJoining,DateOfTermination,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
30341,45417.09,Summer,Barber,09-Jun-21,13-Jan-22,Production Technician I,Penny Campbell DDS,summer.barber@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Resignation,Without production religious.,Production       ,Field Operations,09-02-1975,MA,Driver,Female,88306,Other,Widowed,Needs Improvement,3
30342,92371.48,Athena,Moore,28-Jan-22,16-Sep-22,Sr. Accountant,Alan Rios,athena.moore@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Resignation,Affect bar himself mention serious.,Admin Offices,General - Con,10-10-1994,MA,Technician,Female,88549,Hispanic,Divorced,Exceeds,3
30343,114408.54,Ramon,Schultz,19-Jan-23,20-Jun-23,Production Technician II,Alexis Gutierrez,ramon.schultz@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Peace anything sign third.,Production       ,General - Sga,29-08-1972,MA,Supervisor,Female,69445,White,Widowed,Fully Meets,3
30344,97319.88,Colleen,Zima,27-Oct-18,,Production Technician I,Jacqueline Jones,colleen.zima@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Eng,26-02-1983,MA,Engineer,Female,1730,Hispanic,Widowed,Fully Meets,3
30345,83923.12,Ally,Zhang,13-Feb-19,,Production Technician I,Ashley Williamson,ally.zhang@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,06-07-1979,MA,Technician,Male,74447,Other,Married,Fully Meets,3
30346,79171.79,Meadow,Howe,30-Jan-23,,Production Technician I,Diana Cox,meadow.howe@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Engineers,09-08-1959,MA,Engineer,Female,51699,White,Divorced,Fully Meets,3
30347,38626.31,Hayley,Keller,17-Mar-21,08-Sep-22,BI Director,Megan Hart,hayley.keller@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Retirement,Maintain which memory born.,IT/IS,Field Operations,11-02-1989,MA,Technician,Female,30960,Asian,Divorced,Fully Meets,2
30348,81163.57,Asa,Pham,11-Jul-22,,Sr. DBA,Mr. Jason Brock,asa.pham@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,General - Con,18-06-1952,MA,Foreman,Female,43953,Asian,Widowed,Fully Meets,3
30349,95551.95,Monique,Buckley,15-Oct-22,17-Feb-23,Production Technician II,Christopher Cunningham,monique.buckley@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Voluntary,Final like human late job.,Production       ,People Services,24-05-2001,MA,Intern,Female,12265,Other,Single,Fully Meets,4
30350,60875.97,Abel,Bush,08-Mar-20,26-Feb-23,IT Director,John Jones,abel.bush@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Resignation,Method hundred lawyer feel interesting.,IT/IS,Fielders,26-01-1970,MA,Engineer,Male,71472,Black,Married,Fully Meets,1
30351,46146.61,Jonas,Everett,23-Jan-19,24-Nov-20,Production Technician II,Katrina Davis,jonas.everett@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Involuntary,Market public task none past spend.,Production       ,Engineers,31-01-1994,MA,Project Manager,Male,53530,Black,Married,Fully Meets,5
30352,83533.93,Harmony,Pruitt,10-Feb-20,,Production Technician II,Joshua Hunt,harmony.pruitt@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Splicing,22-09-1970,MA,Splicer,Female,78746,White,Single,Fully Meets,4
30353,110285.69,Jaqueline,Pittman,27-Jan-19,26-Feb-21,Sr. Network Engineer,Jesse Newman,jaqueline.pittman@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Suffer rock nothing happen strong major spend.,IT/IS,Project Management - Con,12-03-1956,MA,Manager,Male,55408,Other,Married,Exceeds,3
30354,80759.08,Diego,Hays,03-Jul-23,19-Jul-23,Production Technician I,Stacy Hall,diego.hays@bilearner.com,SVG,Future Start,Full-Time,Zone C,Temporary,Voluntary,Think consider reach enjoy deep son good.,Production       ,General - Con,23-11-1989,MA,Foreman,Female,17356,Hispanic,Widowed,Fully Meets,3
30355,68977.78,Nolan,Perez,22-Aug-19,25-Mar-22,Software Engineer,Joshua Daniels,nolan.perez@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Under follow guess lot minute able history face.,Software Engineering,Finance & Accounting,17-11-1982,MA,Administrative,Female,46407,Other,Widowed,Fully Meets,3
30356,109033.52,Penelope,Jordan,26-Oct-19,22-Jul-23,Production Manager,Christopher Owen,penelope.jordan@bilearner.com,NEL,Terminated for Cause,Contract,Zone C,Temporary,Resignation,Plant white design action.,Production       ,Field Operations,27-12-1957,MA,Driver,Female,73691,Black,Divorced,Fully Meets,5
30357,60638.12,Brynlee,Crawford,05-Dec-21,26-Jun-23,Production Technician II,Eric Walton,brynlee.crawford@bilearner.com,NEL,Future Start,Contract,Zone B,Temporary,Involuntary,Impact central buy top section.,Production       ,General - Con,04-12-1949,MA,Lineman,Female,33621,Other,Divorced,Fully Meets,3
30358,95050.59,Orlando,Henderson,24-Nov-19,20-Dec-20,Production Technician I,Brenda Garza DDS,orlando.henderson@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Involuntary,City mouth training radio Mrs.,Production       ,Field Operations,31-12-1994,MA,Laborer,Female,49105,White,Single,Fully Meets,3
30359,105036.76,Rodolfo,Franklin,19-May-21,,Production Technician I,Karen Frank,rodolfo.franklin@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,26-05-1951,MA,Engineer,Female,61393,Asian,Single,Exceeds,3
30360,68225.68,Kadyn,Bush,30-Mar-21,12-Feb-22,Production Technician II,Juan Cooper,kadyn.bush@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Shoulder build catch commercial.,Production       ,Yard (Material Handling),07-04-1957,MA,Lineman,Female,47048,Other,Divorced,Fully Meets,2
30361,83326.54,Alexis,Kirby,07-Oct-20,,Production Technician I,Keith Odonnell,alexis.kirby@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Engineers,07-01-1956,MA,Project Manager,Female,70069,White,Widowed,Exceeds,2
30362,43215.39,Ciara,Cole,14-Nov-21,01-Jul-22,Production Technician I,Lisa Campbell,ciara.cole@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Involuntary,Form song garden right newspaper.,Production       ,Project Management - Con,04-04-1971,MA,Manager,Male,46871,Hispanic,Divorced,Fully Meets,3
30363,41761.01,Jenna,Dietrich,22-Sep-22,28-Jan-23,Area Sales Manager,Mrs. Stephanie Forbes,jenna.dietrich@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Voluntary,Less air right in southern it material.,Sales,Wireline Construction,28-07-1963,WA,Lineman,Female,98052,Other,Married,Fully Meets,2
30364,41992.26,Brian,Kelly,06-Jul-21,07-Jan-23,Production Technician II,Scott Brown,brian.kelly@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Standard stuff girl site.,Production       ,Wireline Construction,17-04-1977,MA,Driver,Female,55399,White,Married,Fully Meets,2
30365,64035.74,Lyla,Wong,10-Jan-22,04-Jan-23,IT Manager - Support,John Thomas,lyla.wong@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Run vote behind factor father.,IT/IS,Underground,22-04-1975,CT,Laborer,Female,25760,Other,Single,Fully Meets,2
30366,54697.35,Madeleine,Sherman,16-Jul-22,,Production Technician I,Paige Calderon,madeleine.sherman@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,08-09-1990,MA,Supervisor,Male,92453,Black,Divorced,Fully Meets,3
30367,46049.7,Lewis,Hobbs,25-Oct-20,,Area Sales Manager,Cynthia Hurley,lewis.hobbs@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,,Sales,Field Operations,01-12-1977,TN,Lineman,Male,47864,Asian,Married,Fully Meets,4
30368,70635.6,Johnathan,Huerta,11-Sep-20,31-Mar-22,Production Technician I,Mercedes Cervantes,johnathan.huerta@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Resignation,May evidence race million response need I.,Production       ,Project Management - Con,29-04-1992,MA,Coordinator,Male,26846,Other,Single,Fully Meets,5
30369,64306.81,Jabari,Guerrero,07-Jan-22,,Production Technician I,Peter Giles,jabari.guerrero@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Con,23-05-1984,MA,Technician,Male,67723,Other,Married,Fully Meets,3
30370,53641.02,Hadley,Barrett,28-Jul-23,,Accountant I,Deborah Johnson,hadley.barrett@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Admin Offices,General - Con,21-04-1982,MA,Laborer,Female,82125,Asian,Divorced,PIP,3
30371,86676.8,Lucia,Hudson,13-Oct-22,02-May-23,Production Technician I,Scott Graves,lucia.hudson@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Voluntary,Ask station everything race feeling by although.,Production       ,Aerial,26-02-1977,MA,Lineman,Female,73245,Black,Married,Fully Meets,3
30372,104906.59,Simeon,Pittman,05-Oct-18,,Production Technician II,William Waters,simeon.pittman@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,17-01-1967,MA,Lineman,Female,66867,Asian,Divorced,Needs Improvement,2
30373,44992.81,Giovani,Nelson,24-Sep-21,,Network Engineer,Michelle King,giovani.nelson@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,26-06-1960,MA,Drafter,Male,34001,Black,Widowed,Fully Meets,3
30374,110188.22,Moshe,Anderson,13-Dec-21,29-Jan-23,Production Technician II,Michael Spencer,moshe.anderson@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,We give end nation but. Other measure across.,Production       ,Project Management - Con,09-04-1981,MA,Director,Male,66521,Asian,Single,Fully Meets,4
30375,116855.84,Felipe,Rollins,13-Nov-21,,Area Sales Manager,Rose Cunningham,felipe.rollins@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,25-06-1961,ID,Manager,Male,14665,Hispanic,Divorced,Fully Meets,1
30376,60214.34,Alani,Cooley,23-Dec-19,05-Aug-23,Production Technician I,Julie Donovan,alani.cooley@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Retirement,Huge degree pull hit.,Production       ,Aerial,29-03-1987,MA,Foreman,Female,51176,Asian,Divorced,Fully Meets,1
30377,114126.91,Reginald,Klein,30-Jun-22,13-Jul-22,Production Manager,Gerald Carpenter,reginald.klein@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone C,Part-Time,Resignation,Above difference event coach.,Production       ,General - Eng,18-07-1960,MA,Engineer,Female,11959,Other,Single,Fully Meets,1
30378,87736.85,Thomas,Chandler,17-Sep-18,09-Jan-19,Area Sales Manager,Richard Hodges,thomas.chandler@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Read family dark scene scene guess.,Sales,Wireline Construction,10-10-1957,KY,Groundman,Female,45149,Hispanic,Married,Fully Meets,2
30379,48786.95,Lamont,Cook,13-Mar-23,,Production Technician II,Joshua Tapia,lamont.cook@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,18-11-1951,MA,Engineer,Female,80925,Hispanic,Married,Fully Meets,3
30380,63411.35,Alani,Cooley,23-Dec-19,05-Aug-23,Production Technician I,Julie Donovan,alani.cooley@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Retirement,Huge degree pull hit.,Production       ,Aerial,29-03-1987,MA,Foreman,Female,51176,Asian,Divorced,Fully Meets,1
30381,44930.89,April,Bentley,03-Nov-19,,Production Technician I,Bradley Randall,april.bentley@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Engineers,01-06-1956,MA,Engineer,Female,70743,White,Married,Needs Improvement,3
30382,44777.22,Pierre,Tate,13-Mar-22,02-Sep-22,Production Technician I,Willie Compton,pierre.tate@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Perhaps system its answer small.,Production       ,Project Management - Con,28-01-1946,MA,Project Manager,Male,59518,White,Single,Exceeds,1
30383,98448.64,Gunnar,Gray,20-Jul-20,10-Jul-23,Data Analyst,Johnny Hall,gunnar.gray@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Retirement,Scientist open would defense receive old.,Production       ,General - Con,03-03-1959,MA,Foreman,Female,43373,White,Widowed,Fully Meets,2
30384,100786.67,Shannon,Hurst,02-Oct-18,,Production Technician I,Andrew Thomas,shannon.hurst@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,27-07-1949,MA,Technician,Male,4583,Hispanic,Single,Fully Meets,5
30385,99049.64,Neville,Tredinnick,26-Mar-21,,Network Engineer,Mary Mcmillan,neville.tredinnick@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Project Management - Con,26-05-1984,MA,Coordinator,Male,1420,White,Divorced,Fully Meets,3
30386,64152.68,Drake,Wiggins,30-Oct-18,,Production Technician I,Victor Graves DVM,drake.wiggins@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Sga,29-03-1969,MA,Vp,Female,66261,Hispanic,Widowed,PIP,4
30387,88383.99,Horia,Ndzi,07-Apr-20,,Production Technician I,Charles Delacruz,horia.ndzi@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,10-05-1964,MA,Laborer,Male,2421,White,Divorced,Fully Meets,3
30388,74707.82,Antwan,Gay,21-Jul-21,,Production Manager,Michelle Walker,antwan.gay@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,29-09-1973,MA,Technician,Male,14556,Asian,Divorced,Fully Meets,2
30389,43502.91,Mina,Bryant,08-Sep-20,17-Oct-21,Production Technician II,Angela Griffin MD,mina.bryant@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Retirement,Take nice into true side job.,Production       ,Field Operations,15-11-1944,MA,Laborer,Female,4862,Black,Married,Fully Meets,4
30390,39172.37,Rose,Travis,27-Jul-23,,Production Technician I,James Lee,rose.travis@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,03-03-1988,MA,Coordinator,Female,97011,Asian,Widowed,Fully Meets,3
30391,50511.16,Shania,Barrera,04-May-21,12-Oct-21,Production Technician I,Michael Hopkins,shania.barrera@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Resignation,Back worker why young worry human.,Production       ,General - Sga,11-08-1957,MA,Contracts,Male,26501,Black,Married,Fully Meets,2
30392,36785.98,Kamryn,Herrera,14-Oct-22,28-Jul-23,Software Engineer,Sara Holland,kamryn.herrera@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Article tough away forward home. Night author so.,Software Engineering,Fielders,28-11-1978,MA,Engineer,Male,77974,Hispanic,Widowed,Fully Meets,3
30393,40136.77,Thomas,Barbara,06-Sep-19,,Production Technician I,Bonnie Clayton,thomas.barbara@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,16-03-1961,MA,Groundman,Male,2062,Hispanic,Divorced,Fully Meets,2
30394,46912.31,Lauren,Mahoney,26-Feb-22,,Production Technician I,Jeremy Lucas,lauren.mahoney@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,16-06-2001,MA,Laborer,Female,2189,Other,Widowed,Fully Meets,2
30395,103392.97,Cruz,Boyer,14-Apr-21,,Area Sales Manager,Marcus Hunt,cruz.boyer@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,General - Sga,04-11-1977,KY,Project Controls,Female,75993,Black,Married,Fully Meets,2
30396,39401.18,Eden,Dalton,02-Mar-21,,Production Technician I,Jesse Hall,eden.dalton@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),19-08-1981,MA,Supervisor,Male,1901,Black,Divorced,Fully Meets,1
30397,75350.64,Meadow,Boyer,01-Apr-23,18-May-23,Sr. Network Engineer,Alex Lewis,meadow.boyer@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,Item type author pick set read style.,IT/IS,Field Operations,25-10-1969,MA,Foreman,Male,97654,Hispanic,Single,Fully Meets,3
30398,46107.96,Rubi,Sanford,04-Feb-23,25-Jul-23,Production Technician II,Thomas Williams,rubi.sanford@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Voluntary,Create news use.,Production       ,General - Sga,18-02-1982,MA,Supervisor,Male,53549,Black,Divorced,Exceeds,1
30399,54198.66,Sandy,Mckenna,24-Jul-23,,Production Technician I,Brittney Collins,sandy.mckenna@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,11-10-1980,MA,Tower Hand,Female,2184,Other,Divorced,Fully Meets,1
30400,71308.93,Cesar,Higgins,09-Jan-20,,Production Technician II,Timothy Curtis,cesar.higgins@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Technology / It,04-02-1996,MA,Engineer,Female,85711,Asian,Married,Fully Meets,4
30401,50988.95,Davian,Davis,01-Feb-22,,Area Sales Manager,Rodney Robinson,davian.davis@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unk,,Sales,General - Sga,05-01-1996,AZ,Administrator,Male,53746,Black,Single,Fully Meets,5
30402,59478.9,Kaleb,Elliott,05-May-20,,Production Technician II,Laura Fernandez,kaleb.elliott@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,30-03-1968,MA,Laborer,Female,3763,White,Widowed,Exceeds,2
30403,50732.46,Alexandra,Bean,13-Mar-20,,Production Technician I,Francis York,alexandra.bean@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,15-04-1973,MA,Laborer,Male,74626,Other,Married,Fully Meets,1
30404,76374.13,Kristen,Squatrito,30-Apr-23,,Production Technician I,Natasha Sullivan,kristen.squatrito@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Eng,10-06-1976,MA,Technician,Female,2359,White,Divorced,Fully Meets,3
30405,38839.77,Averi,Stevenson,13-Jul-20,18-Sep-21,Production Technician I,Sandra Richardson,averi.stevenson@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Voluntary,Great like sea behind stock drop debate such.,Production       ,General - Con,25-07-1995,MA,Lineman,Female,36688,Other,Married,Fully Meets,4
30406,104312.22,Matilda,Randall,06-Jan-23,07-May-23,Area Sales Manager,Daniel Wolf,matilda.randall@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,11-01-1988,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4
30407,55324.65,Cherly,Robinson,13-Feb-23,,Production Technician I,Summer Figueroa,cherly.robinson@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,03-04-1948,MA,Laborer,Female,1460,Other,Widowed,Fully Meets,1
30408,112456.45,Natalee,Lane,03-Apr-19,,Data Analyst,Melissa Hodges,natalee.lane@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Yard (Material Handling),19-07-1951,MA,Associate,Female,17611,Asian,Divorced,Fully Meets,1
30409,113980.99,Conor,Petty,01-May-22,,Production Technician I,William Nichols,conor.petty@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,30-05-1962,MA,Field Project Manager,Male,72466,Black,Widowed,Needs Improvement,4
30410,37299.63,Josue,Gentry,09-Jan-20,02-Nov-20,Production Technician II,Jill Hubbard,josue.gentry@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Involuntary,Often his world its threat last.,Production       ,Engineers,25-01-1965,MA,Engineer,Female,40697,Other,Widowed,Exceeds,2
30411,76647.16,Emma,Ware,21-Mar-22,,Production Technician I,Melissa Wilkinson,emma.ware@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Unk,,Production       ,Aerial,24-03-1987,MA,Laborer,Female,56687,Hispanic,Single,Fully Meets,5
30412,35663.16,Rosa,Rosales,08-Sep-20,,Production Manager,Carol Allen,rosa.rosales@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unk,,Production       ,Splicing,14-11-1943,MA,Supervisor,Male,78058,Black,Married,Fully Meets,5
30413,56874.9,Crystal,Brandt,23-May-19,12-Sep-20,Production Technician II,Andrew Schneider,crystal.brandt@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Resignation,Young risk quality natural foreign claim.,Production       ,Field Operations,18-12-1958,MA,Laborer,Female,31486,White,Single,Fully Meets,3
30414,88957.75,Barrett,Obrien,15-May-20,27-Dec-21,Data Analyst,Lawrence Walsh,barrett.obrien@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Involuntary,Hair force rate state own lose administration.,Production       ,Engineers,13-02-1943,MA,Coordinator,Female,94090,Asian,Divorced,Fully Meets,1
30415,37125.24,Wesley,Nguyen,26-Sep-20,,Production Manager,Donna Pope,wesley.nguyen@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Underground,04-09-1947,MA,Laborer,Female,37470,Black,Single,Fully Meets,5
30416,92317.93,Darryl,Wiley,22-Apr-20,03-Aug-22,Production Manager,Edwin Freeman,darryl.wiley@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Retirement,Game play arm argue blood try here.,Production       ,Engineers,30-08-1976,MA,Project Manager,Male,28492,White,Widowed,Fully Meets,1
30417,118680.69,Ally,Goodman,26-Dec-21,29-Jan-22,IT Manager - DB,Sean Wong,ally.goodman@bilearner.com,PL,Active,Contract,Zone C,Temporary,Voluntary,Determine yes action college.,IT/IS,General - Con,23-12-1949,MA,Clerk,Male,6113,White,Married,Fully Meets,5
30418,92312.71,Keon,Gonzalez,20-Apr-23,08-May-23,Area Sales Manager,Brett Vargas,keon.gonzalez@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Retirement,Garden player quickly body science.,Sales,Wireline Construction,21-04-1944,MA,Operator,Male,25594,White,Widowed,Fully Meets,1
30419,38668.57,Mayra,Lynn,11-Sep-18,,Director of Sales,Michael Perez,mayra.lynn@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,,IT/IS,General - Sga,10-06-1996,MA,Administrator,Male,88143,Hispanic,Single,Fully Meets,4
30420,38976.19,Julia,Jimenez,22-Nov-19,28-Dec-19,BI Developer,Jennifer Davies,julia.jimenez@bilearner.com,PL,Terminated for Cause,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,Wireline Construction,23-09-1946,MA,Project Manager,Female,9049,Black,Single,Fully Meets,3
30421,79295.5,Tripp,Sanders,28-Jul-23,30-Jul-23,Production Technician I,Dr. Wendy Lopez,tripp.sanders@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Involuntary,Traditional force look heart talk plan.,Production       ,Fielders,19-01-1964,MA,Engineer,Male,9992,Hispanic,Single,Exceeds,2
30422,99975.65,Lilly,Haynes,31-May-20,,Production Technician I,Catherine Spencer,lilly.haynes@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,10-07-1977,MA,Manager,Female,15120,White,Divorced,Exceeds,4
30423,38125.68,Jaiden,Middleton,07-Aug-18,,Production Technician I,Jeffery Baker,jaiden.middleton@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,07-12-1995,MA,Mechanic,Male,60198,Other,Single,Fully Meets,3
30424,56864.64,Phylicia,Gosciminski,23-May-23,,Production Technician II,Pamela Wilson,phylicia.gosciminski@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Sga,26-08-1955,MA,Administrator,Female,1824,Other,Married,Fully Meets,2
30425,79820.57,Jacquelyn,Johns,25-Feb-21,04-Jun-21,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Plant enjoy these drive themselves never hit PM.,Software Engineering,General - Con,21-06-1980,MA,Foreman,Female,52448,Hispanic,Single,Fully Meets,3
30426,104148.36,Addisyn,Aguilar,25-Jan-19,26-Oct-21,Production Technician I,April Stevens,addisyn.aguilar@bilearner.com,CCDR,Active,Full-Time,Zone C,Part-Time,Involuntary,Message firm social daughter third ready.,Production       ,Field Operations,05-02-1976,MA,Associate,Female,20993,Asian,Married,Exceeds,5
30427,83481.24,Draven,Giles,16-Feb-20,16-Mar-23,Database Administrator,Aaron Richards,draven.giles@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Resignation,Detail positive wall bag project travel.,IT/IS,Project Management - Con,28-10-1998,MA,Coordinator,Female,31207,Hispanic,Married,Fully Meets,3
30428,52280.14,Nathan,Schmitt,30-Jun-21,28-Jul-21,IT Manager - Infra,Sarah Campbell,nathan.schmitt@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Voluntary,According maintain president start upon evening.,IT/IS,Field Operations,05-01-1977,MA,Vp,Male,43352,Black,Widowed,Fully Meets,4
30429,68114.36,Kendall,Mcintyre,24-Dec-19,21-Jun-20,Data Analyst,Rita Abbott,kendall.mcintyre@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Market as per stop kid score detail.,Production       ,Engineers,27-02-1943,MA,Technician,Male,25767,Hispanic,Widowed,Fully Meets,4
30430,64844.5,Joselyn,Moss,04-Jul-21,25-Jun-23,Production Technician I,Felicia Smith,joselyn.moss@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Involuntary,Better design cause yet history decide.,Production       ,Field Operations,28-10-1946,MA,Driller,Male,43706,White,Widowed,Fully Meets,2
30431,112009.12,Case,Hahn,08-May-20,,Network Engineer,James Hernandez,case.hahn@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Executive Office,Project Management - Con,05-05-1988,MA,Project Manager,Male,1057,Asian,Single,Fully Meets,2
30432,64611.84,Anahi,Frye,16-Oct-20,15-Nov-20,Data Analyst,Renee Ritter,anahi.frye@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Retirement,Practice miss lead message measure.,Production       ,General - Con,31-12-1993,MA,Lineman,Male,19689,White,Widowed,Fully Meets,2
30433,112770.91,Orlando,Henderson,24-Nov-19,20-Dec-20,Production Technician I,Brenda Garza DDS,orlando.henderson@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Involuntary,City mouth training radio Mrs.,Production       ,Field Operations,31-12-1994,MA,Laborer,Female,49105,White,Single,Fully Meets,3
30434,75582.85,Layla,Gutierrez,06-Apr-19,15-Aug-20,Production Technician I,Edward Peterson,layla.gutierrez@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Perform question beyond article.,Production       ,Engineers,10-07-1956,MA,Engineer,Male,76007,Hispanic,Divorced,Fully Meets,3
30435,113020.74,Janiyah,Ballard,18-Jul-19,,Production Technician I,Kevin Pearson,janiyah.ballard@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,01-07-1942,MA,Clerk,Female,40307,Other,Single,Fully Meets,3
